Unnamed: 0	title	link	country	date	content
66	" Seven Times Russia said Everything was Going Fine, When it Very Clearly Wasn’t</h1>
                <p class=""post-lead mb-2"">While Russia has failed spectacularly on the battlefield since reinvading Ukraine, its officials and propagandists have, it seems, absolutely excelled themselves in the sphere of truly delusional moti</p>
            </div>
        </div>

        
        <div class=""row post-header-info"">

            <div class=""d-none d-xl-flex col-xl-2 offset-xl-1 offset-xxl-1 order-2 order-xl-1 order-xxl-1 mt-3 mb-2 mt-xl-0 mt-xxl-0 listen-story-block"">
                <!--<div class=""post-audio"">
                    <a href=""#"">
                        <svg xmlns=""http://www.w3.org/2000/svg"" width=""20"" height=""20"" fill=""currentColor""
                             class=""bi bi-play-circle-fill"" viewBox=""0 0 16 16"">
                            <path
                                d=""M16 8A8 8 0 1 1 0 8a8 8 0 0 1 16 0zM6.79 5.093A.5.5 0 0 0 6 5.5v5a.5.5 0 0 0 .79.407l3.5-2.5a.5.5 0 0 0 0-.814l-3.5-2.5z""/>
                        </svg>&nbsp;Listen to this story <span class=""post-audio-time"">(9 min)</span>
                    </a>
                </div>-->
            </div>

            <div class=""col-xl-4 text-center order-1 order-xl-2 order-xxl-2"">
                <div class=""post-info"">
                                            by     <a href=""https://www.kyivpost.com/authors/15"" target=""_blank"">Aleksandra Klitina</a>                    |
                    November 24, 2022, 5:35 pm

                    
                                                                        
                        
                                    </div>
            </div>

        </div>

                <div class=""row post-header-image"">
            <div class=""col-10 col-lg-8 offset-lg-1 ps-0 pe-0 ps-sm-2 pe-sm-2 text-center fix-for-rtl-d-block-ma"">
                
                    <div class=""figure post-img-featured-container"">
                        <picture>
                            <source srcset=""https://static.kyivpost.com/storage/2022/11/24/26232f80c9fd9e8da9581fcc49a02287.jpg?w=1280&amp;q=90&amp;f=webp"" media=""(min-width: 1200px)"">
                            <source srcset=""https://static.kyivpost.com/storage/2022/11/24/26232f80c9fd9e8da9581fcc49a02287.jpg?w=900&amp;q=90&amp;f=webp"" media=""(min-width: 640px)"">
                            <source srcset=""https://static.kyivpost.com/storage/2022/11/24/26232f80c9fd9e8da9581fcc49a02287.jpg?w=640&amp;q=85&amp;f=webp"" media=""(min-width: 420px)"">
                            <img class=""figure-img img-fluid post-img"" src=""https://static.kyivpost.com/storage/2022/11/24/26232f80c9fd9e8da9581fcc49a02287.jpg?w=420&amp;q=75&amp;f=webp"" alt=""Seven Times Russia said Everything was Going Fine, When it Very Clearly Wasn’t"" />
                        </picture>
                    </div>
                    <figcaption class=""figure-caption post-img-caption text-start ps-2 pe-2 ps-sm-0 pe-sm-0"">Photo by KAREN MINASYAN / AFP</figcaption>                    <div itemprop=""image"" itemscope itemtype=""https://schema.org/ImageObject"">
                        <meta itemprop=""url"" content=""https://static.kyivpost.com/storage/2022/11/24/26232f80c9fd9e8da9581fcc49a02287.jpg?w=1280&amp;q=90&amp;f=webp"">
                        <meta itemprop=""width"" content=""1280"">
                        <meta itemprop=""height"" content=""720"">
                    </div>
                
            </div>
        </div>
        

        <div class=""row post-content-block"">

            <!------- LEFT SIDEBAR BLOCK --->
            <div class=""col-10 col-lg-2 sidebar-start"">

                <div class=""row section-wrapper section-related-topics"">

                                        <div class=""col-10 order-2 order-lg-1 related-topics-block mb-4 mb-lg-0"">
                        <div class=""section-title no-arrow ""><a class=""nolink"" >Related topics</a></div>
                        <div class=""section-content"">
                            <ul class=""list-unstyled"">
                                                                    <li><a href=""https://www.kyivpost.com/topic/nato"" >NATO</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/us"" >US</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/biden"" >Biden</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/putin"" >Putin</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/lukashenko"" >Lukashenko</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/tanks"" >Tanks</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/bakhmut"" >Bakhmut</a></li>
                                                                                                        <li><a href=""https://www.kyivpost.com/topic/budanov"" >Budanov</a></li>
                                                                 </ul>
                        </div>
                    </div>
                    
                    <div class=""col-10 order-1 order-lg-2 soc-icons-block"">

                         <div class=""row section-content"">

                            <div id=""content-nav-heading"" class=""content-nav section-wrapper mt-0 d-none"">
                                <div class=""section-title""><a class=""nolink"">Content</a></div>
                                <div class=""section-content"">
                                    <ul class=""post-nav-list"">

                                    </ul>
                                </div>
                            </div>

                                                        <ul class=""col-4 col-lg-10 list-inline socials section-soc-icons"">
                                <li class=""list-inline-item"">
        <a class=""content-share__item facebook buzz-share-button"" data-share-type=""facebook"" data-type=""news"" data-id=""73"" data-post-url=""https://www.kyivpost.com/post-share"" data-title=""Seven Times Russia said Everything was Going Fine, When it Very Clearly Wasn’t"" data-sef=""https://www.kyivpost.com/post/73"">
            <i class=""icon-facebook""></i>
        </a>
    </li>
   
    <li class=""list-inline-item"">
        <a class=""content-share__item twitter buzz-share-button"" data-share-type=""twitter"" data-type=""news"" data-id=""73"" data-post-url=""https://www.kyivpost.com/post-share"" data-title=""Seven Times Russia said Everything was Going Fine, When it Very Clearly Wasn’t"" data-sef=""https://www.kyivpost.com/post/73"">
            <i class=""icon-twitter""></i>
        </a>
    </li>
    
    <li class=""list-inline-item"">
        <a class=""content-share__item linkedin buzz-share-button"" data-share-type=""linkedin"" data-type=""news"" data-id=""73"" data-post-url=""https://www.kyivpost.com/post-share"" data-title=""Seven Times Russia said Everything was Going Fine, When it Very Clearly Wasn’t"" data-sef=""https://www.kyivpost.com/post/73"">
            <i class=""icon-linkedin2""></i>
        </a>
    </li>

                            </ul>

                            <ul class=""col-6 col-lg-10 text-end text-lg-start list-inline section-soc-icons section-soc-icons-btn-copy-link"">

                            <!-- <li class=""list-inline-item"">
                                <a href="""">
                                    <svg width=""30"" height=""30"" viewBox=""0 0 30 30"" fill=""none"" class=""bi bi-comments""
                                         xmlns=""http://www.w3.org/2000/svg"">
                                        <rect class=""bi-rect"" x=""0.5"" y=""0.5"" width=""29"" height=""29"" stroke=""black""/>
                                        <path
                                            d=""M19.8 7.57153H10.2C9.50286 7.57153 8.83427 7.84847 8.34132 8.34142C7.84836 8.83438 7.57143 9.50296 7.57143 10.2001V16.943C7.57143 17.2881 7.63942 17.63 7.77151 17.9489C7.90361 18.2678 8.09723 18.5576 8.34132 18.8016C8.83427 19.2946 9.50286 19.5715 10.2 19.5715H12.7914L14.5269 22.1744C14.579 22.2527 14.6497 22.3168 14.7327 22.3612C14.8156 22.4056 14.9082 22.4288 15.0023 22.4288C15.0963 22.4288 15.189 22.4056 15.2719 22.3612C15.3548 22.3168 15.4255 22.2527 15.4777 22.1744L17.2109 19.5715H19.8C20.1452 19.5715 20.487 19.5035 20.8059 19.3714C21.1248 19.2393 21.4146 19.0457 21.6587 18.8016C21.9028 18.5576 22.0964 18.2678 22.2285 17.9489C22.3606 17.63 22.4286 17.2881 22.4286 16.943V10.2001C22.4286 9.50296 22.1516 8.83438 21.6587 8.34142C21.1657 7.84847 20.4971 7.57153 19.8 7.57153ZM21.2857 16.943C21.2857 17.1381 21.2473 17.3313 21.1726 17.5115C21.098 17.6918 20.9885 17.8556 20.8506 17.9935C20.7126 18.1315 20.5488 18.2409 20.3686 18.3156C20.1883 18.3902 19.9951 18.4287 19.8 18.4287H16.9046C16.8105 18.4287 16.7179 18.4519 16.635 18.4962C16.552 18.5406 16.4813 18.6047 16.4291 18.683L15 20.8287L13.5714 18.6847C13.5194 18.606 13.4487 18.5415 13.3656 18.4968C13.2826 18.4522 13.1897 18.4288 13.0954 18.4287H10.2C10.0049 18.4287 9.81169 18.3902 9.63144 18.3156C9.45118 18.2409 9.2874 18.1315 9.14944 17.9935C9.01148 17.8556 8.90204 17.6918 8.82738 17.5115C8.75271 17.3313 8.71428 17.1381 8.71428 16.943V10.2001C8.71428 9.80607 8.87081 9.42817 9.14944 9.14955C9.42806 8.87092 9.80596 8.71439 10.2 8.71439H19.8C20.194 8.71439 20.5719 8.87092 20.8506 9.14955C21.1292 9.42817 21.2857 9.80607 21.2857 10.2001V16.943Z""
                                            fill=""black""/>
                                        <path
                                            d=""M18.4286 11.5715H11.5714C11.4199 11.5715 11.2745 11.6317 11.1674 11.7389C11.0602 11.8461 11 11.9914 11 12.143C11 12.2945 11.0602 12.4399 11.1674 12.547C11.2745 12.6542 11.4199 12.7144 11.5714 12.7144H18.4286C18.5801 12.7144 18.7255 12.6542 18.8326 12.547C18.9398 12.4399 19 12.2945 19 12.143C19 11.9914 18.9398 11.8461 18.8326 11.7389C18.7255 11.6317 18.5801 11.5715 18.4286 11.5715Z""
                                            fill=""black""/>
                                        <path
                                            d=""M15 14.4287H11.5714C11.4199 14.4287 11.2745 14.4889 11.1674 14.5961C11.0602 14.7032 11 14.8486 11 15.0001C11 15.1517 11.0602 15.297 11.1674 15.4042C11.2745 15.5114 11.4199 15.5716 11.5714 15.5716H15C15.1516 15.5716 15.2969 15.5114 15.4041 15.4042C15.5112 15.297 15.5714 15.1517 15.5714 15.0001C15.5714 14.8486 15.5112 14.7032 15.4041 14.5961C15.2969 14.4889 15.1516 14.4287 15 14.4287Z""
                                            fill=""black""/>
                                    </svg>
                                </a>
                            </li>

                            <li class=""list-inline-item"">
                                <a href="""">
                                    <svg width=""30"" height=""30"" viewBox=""0 0 30 30"" fill=""none"" class=""bi bi-save""
                                         xmlns=""http://www.w3.org/2000/svg"">
                                        <rect class=""bi-rect"" x=""0.5"" y=""0.5"" width=""29"" height=""29"" stroke=""black""/>
                                        <path
                                            d=""M19.4486 22.3972C19.1985 22.3973 18.9541 22.3231 18.7463 22.1841L15 19.163L11.2954 22.1538C11.1026 22.2925 10.875 22.3747 10.6382 22.3912C10.4013 22.4078 10.1645 22.358 9.95428 22.2475C9.75198 22.1396 9.58287 21.9787 9.46509 21.782C9.3473 21.5853 9.28529 21.3602 9.28571 21.131V9.77496C9.28646 9.19081 9.51885 8.6308 9.93191 8.21774C10.345 7.80468 10.905 7.57229 11.4891 7.57153H18.5109C19.095 7.57229 19.655 7.80468 20.0681 8.21774C20.4811 8.6308 20.7135 9.19081 20.7143 9.77496V21.131C20.7144 21.2972 20.6817 21.4619 20.6181 21.6155C20.5545 21.7691 20.4613 21.9087 20.3438 22.0263C20.2262 22.1439 20.0867 22.2372 19.9331 22.3008C19.7795 22.3645 19.6148 22.3972 19.4486 22.3972ZM15 17.8572C15.1306 17.8573 15.2572 17.9021 15.3589 17.9841L19.4223 21.2641C19.4513 21.2599 19.4796 21.2516 19.5063 21.2395C19.5266 21.2299 19.5437 21.2144 19.5553 21.1951C19.5669 21.1758 19.5725 21.1535 19.5714 21.131V9.77496C19.571 9.49382 19.4591 9.22432 19.2603 9.02553C19.0615 8.82673 18.792 8.71484 18.5109 8.71439H11.4891C11.208 8.71484 10.9385 8.82673 10.7397 9.02553C10.5409 9.22432 10.429 9.49382 10.4286 9.77496V21.131C10.4286 21.1532 10.4346 21.175 10.446 21.194C10.4574 21.2131 10.4738 21.2287 10.4934 21.2392C10.513 21.2497 10.535 21.2547 10.5572 21.2536C10.5794 21.2526 10.6009 21.2455 10.6194 21.2332L14.6411 17.9841C14.7427 17.9021 14.8694 17.8573 15 17.8572Z""
                                            fill=""black""/>
                                    </svg>
                                </a>
                            </li>

                            <li class=""list-inline-item"">
                                <a href="""">
                                    <svg width=""30"" height=""30"" viewBox=""0 0 30 30"" fill=""none"" class=""bi bi-share""
                                         xmlns=""http://www.w3.org/2000/svg"">
                                        <rect class=""bi-rect"" x=""0.5"" y=""0.5"" width=""29"" height=""29"" stroke=""black""/>
                                        <path
                                            d=""M8.14285 22.4285C8.01286 22.4285 7.88676 22.3842 7.78537 22.3028C7.68397 22.2215 7.61334 22.108 7.58514 21.9811C7.54114 21.7805 6.52342 17.0314 9.10971 13.8097C10.512 12.0583 12.6846 11.1188 15.5714 11.0108V8.14284C15.5714 8.02984 15.605 7.91938 15.6678 7.82544C15.7306 7.73149 15.8198 7.65826 15.9242 7.61502C16.0286 7.57178 16.1435 7.56047 16.2543 7.58251C16.3651 7.60455 16.4669 7.65895 16.5468 7.73884L22.2611 13.4531C22.3683 13.5603 22.4284 13.7056 22.4284 13.8571C22.4284 14.0086 22.3683 14.154 22.2611 14.2611L16.5468 19.9754C16.4669 20.0553 16.3651 20.1097 16.2543 20.1317C16.1435 20.1538 16.0286 20.1425 15.9242 20.0992C15.8198 20.056 15.7306 19.9828 15.6678 19.8888C15.605 19.7949 15.5714 19.6844 15.5714 19.5714V16.7371C13.82 16.8514 8.71428 17.5628 8.71428 21.8571C8.71427 21.9979 8.66231 22.1337 8.56836 22.2385C8.4744 22.3433 8.34506 22.4098 8.20514 22.4251C8.18445 22.4274 8.16366 22.4285 8.14285 22.4285ZM16.7143 9.52227V11.5714C16.7143 11.723 16.6541 11.8683 16.5469 11.9755C16.4397 12.0826 16.2944 12.1428 16.1428 12.1428C13.3337 12.1428 11.2674 12.9428 10.0006 14.5228C9.09534 15.7446 8.58136 17.2118 8.52628 18.7314C10.2571 16.3011 13.9331 15.5714 16.1428 15.5714C16.2944 15.5714 16.4397 15.6316 16.5469 15.7388C16.6541 15.8459 16.7143 15.9913 16.7143 16.1428V18.192L21.0491 13.8571L16.7143 9.52227Z""
                                            fill=""black""/>
                                    </svg>
                                </a>
                            </li>-->
                            
                            <li class=""list-inline-item"">
                                <button type=""button"" class=""btn btn-outline-secondary btn-sm btn-copy-link"">
                                    <i class=""bi bi-link-45deg""></i> 
                                    <span class=""d-none d-sm-inline-block"">COPY LINK</span>
                                    <span class='btn-copy-link-access'>Copied!</span>
                                </button>
                            </li>

                        </ul>                        
                            
                        </div>

                    </div>

                </div>

            </div>


            <!------- POST CONTENT BLOCK --->
            <div class=""col-10 col-lg-6 post-content"">

                <div id=""post-content"">
                    <section class=""entry fr-view  text "" id=""section_0"" entry=""104"">
    
    <p><strong>While Russia has failed spectacularly on the battlefield since reinvading Ukraine, its officials and propagandists have, it seems, absolutely excelled themselves in the sphere of truly delusional motivational speeches.</strong></p> <p>In honour of this dubious achievement. and prompted by a certain press secretary’s recent comments on the “special operation”, Kyiv Post has compiled a short list of the best &#8220;everything is fine&#8221; comments, when it very clearly isn’t…</p> <h1 style=""text-align: center;"">1</h1> <ul> <li><strong>Who:</strong> Putin&#8217;s press secretary Dmitriy Peskov</li> <li><strong>When:</strong> Nov. 23</li> <li><strong>What:</strong> “<a href=""https://ria.ru/20221123/spetsoperatsiya-1833795389.html"">The future and the success of the special operation are beyond doubt.</a>”</li> </ul> <p>There are more than a few things to note here, not least that the &#8220;special operation&#8221; was supposed to have been successfully completed with the total subjugation of Ukraine waaaaaaay back in March, so to describe it as &#8220;successful&#8221; is a bit of a stretch.</p> <p>Also worth mentioning is the fact that Russia was recently forced to retreat yet again, this time from Kherson, the only regional capital it had managed to capture during the entire reinvasion.</p><div class='section-wrapper ad_between_paragraphs ad_between_paragraphs_0 mb-4 ' ><div class='ad-wrapper-small' data-id='7' ><div id='kyivpost_com_300x250_article_responsive_1' style=""text-align: center;"">
    <script type=""text/javascript"">
        inView('#kyivpost_com_300x250_article_responsive_1').once('enter', (function() {
            if(window.innerWidth > 1000) {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_desktop_1', [[300,250],[728,90],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_1').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_1');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_1')
                });
            } else {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_mobile_1', [[300,250],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_1').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_1');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_1')
                });
            }
        }));
    </script>
</div></div></div> <h1 style=""text-align: center;"">2</h1> <ul> <li><strong>Who:</strong> Russian Defense Minister Sergei Shoigu</li> <li><strong>When:</strong> March 29</li> <li><strong>What:</strong> <a href=""https://www.pravda.com.ua/eng/news/2022/03/29/7335485/"">“In general, the main tasks of the first stage of the operation have been completed.”</a></li> </ul> <p>The words &#8220;in general&#8221; are doing some very heavy lifting here given that Russia had intended to take over Kyiv in the first few days of the invasion.</p> <p>Instead, on the day Shoigu said everything was going to plan, Russia announced it would be withdrawing from Kyiv Region after realising it simply could not take the capital and it was suffering heavier losses than even their most pessimistic commanders had feared.</p> <p>Just three days later Ukraine retook control over the whole of Kyiv Region, marking Russia’s biggest defeat of the war up to that point.</p><div id=""insert-post-by-topic"" class=""row block-insert bg-gray d-flex"">
                        <a class=""col-10 col-sm-3 block-insert-image"" href=""https://www.kyivpost.com/opinion/22704"" >
                            <picture>
                                <source srcset=""https://static.kyivpost.com/storage/2023/10/13/6fdd0b3f7c80ea73a8ca267c29835c56.jpg?w=320&q=75&f=webp"" media=""(min-width: 640px)"">
                                <source srcset=""https://static.kyivpost.com/storage/2023/10/13/6fdd0b3f7c80ea73a8ca267c29835c56.jpg?w=640&q=85&f=webp"" media=""(min-width: 420px)"">
                                <img loading=""lazy"" class=""img-fluid post-img"" src=""https://static.kyivpost.com/storage/2023/10/13/6fdd0b3f7c80ea73a8ca267c29835c56.jpg?w=420&q=75&f=webp"" alt=""Myth of Mr. Darcy: Tales from a Ukrainian in Britain"" />
                            </picture>
                        </a>
                        <div class=""col-10 col-sm-7 block-insert-content"">
                            <div class=""title-block"">More on this topic</div>
                            <h3 class=""title"">
                                <a href=""https://www.kyivpost.com/opinion/22704"">Myth of Mr. Darcy: Tales from a Ukrainian in Britain</a>
                            </h3>
                            <div class=""text"">Britain has homed over 170,000 Ukrainians in response to the war. But with a new life comes fresh surprises, as Ukrainian readers of Jane Austen may be keen to note.</div>
                        </div>
                    </div> <p>There would be many more to come…</p> <h1 style=""text-align: center;"">3</h1> <ul> <li><strong>Who:</strong> Russian propagandist Andrey Medvedev</li> <li><strong>When:</strong> Sept. 10</li> <li><strong>What:</strong> <a href=""https://t.me/kazansky2017/4007"">The “Great Retreat” of 1915</a></li> </ul> <p>Such was the absolute thrashing the Russian army received in the Kharkiv counteroffensive that Russian propagandist Andrey Medvedev had to reach back over 100 years in an attempt to find a historical episode from which he could try and find a glimmer of hope.</p> <p>Speaking of the 1915 Great Retreat during World War One, during which Russia strategically withdrew from the Eastern Front, he wrote: &#8220;The Russian army was withdrawing not only from Galicia. It was leaving the empire&#8217;s territory &#8211; Poland and the Baltics. And, leaving Galicia, the army withdrew another 300,000 Ruthenians, Russian Galicians. Denikin&#8217;s units held the bridge over which refugees marched.</p><div class='section-wrapper ad_between_paragraphs ad_between_paragraphs_1 mb-4 ' ><div class='ad-wrapper-small' data-id='8' ><div id='kyivpost_com_300x250_article_responsive_2' style=""text-align: center;"">
    <script type=""text/javascript"">
        inView('#kyivpost_com_300x250_article_responsive_2').once('enter', (function() {
            if(window.innerWidth > 1000) {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_desktop_2', [[300,250],[728,90],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_2').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_2');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_2')
                });
            } else {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_mobile_2', [[300,250],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_2').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_2');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_2')
                });
            }
        }));
    </script>
</div></div></div> <p>&#8220;Then there was 1916 and the Brusilov breakthrough. Then, there was to be victory. And from a military point of view, the Great Retreat was not a disaster.&#8221;</p> <p>At the time of writing there is no indication that Russia’s decimated army of demoralised conscripts is capable of a modern-day Brusilov breakthrough.</p> <p>Nor does Medvedev mention that just two years after the Great Retreat, Russia descended into the throes of a devastating civil war.</p> <h1 style=""text-align: center;"">4</h1> <ul> <li><strong>Who:</strong> RT Editor-in-Chief Margarita Simonyan</li> <li><strong>When:</strong> Nov.  4</li> <li><strong>What:</strong> <a href=""https://twitter.com/olgatokariuk/status/1588502307062575104"">“The day will come when we will once again arrive in hospitable, cheerful, bright and well-fed Kyiv.”</a></li> </ul> <p>If you look up the word &#8220;deluded&#8221; in the dictionary, there’s a very good chance you’ll just see a picture of Russia Today Editor-in-Chief Margarita Simonyan.</p> <p>Posting on social media this month, she wrote: &#8220;The day will come when we will once again arrive in hospitable, cheerful, bright and well-fed Kyiv.</p> <p>&#8220;Our husbands will be craning their necks again, looking at the black-browed Oksana. We&#8217;ll all be singing Ukrainian songs in chinks at three unfamiliar tables again.&#8221;</p> <p>Given that Russians arriving in Ukraine this year have mostly been met with artillery, HIMARS and soldiers whose sole aim it is to drive them out, the day that Simonyan is referring to appears to be quite a long way off.</p><div class='section-wrapper ad_between_paragraphs ad_between_paragraphs_2 mb-4 ' ><div class='ad-wrapper-small' data-id='9' ><div id='kyivpost_com_300x250_article_responsive_3' style=""text-align: center;"">
    <script type=""text/javascript"">
        inView('#kyivpost_com_300x250_article_responsive_3').once('enter', (function() {
            if(window.innerWidth > 1000) {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_desktop_3', [[300,250],[728,90],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_3').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_3');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_3')
                });
            } else {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_mobile_3', [[300,250],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_3').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_3');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_3')
                });
            }
        }));
    </script>
</div></div></div> <h1 style=""text-align: center;"">5</h1> <ul> <li><strong>Who:</strong> President Putin</li> <li><strong>When:</strong> July 7</li> <li><strong>What:</strong> &#8220;<a href=""https://www.rferl.org/a/putin-dares-west-to-defeat-russia-on-battlefield/31933634.html"">Everyone should know that we have not started anything serious yet.&#8221;</a></li> </ul> <p>Intriguingly for a man intent on capturing the whole of Ukraine in a matter of days, Putin waited until July to let the world know that, apparently, Russia had just been chilling and hadn’t even put much effort into the &#8220;special operation&#8221; yet.</p> <p>He said: &#8220;Today, they [West] want to defeat us on the battlefield. Well, what can I say? Let them try. But everyone should know that we have not started anything serious yet.&#8221;</p> <p>The thing is, Russia had thrown – and then subsequently lost – quite a bit of manpower and machinery into this effort. According to the General Command of Ukraine, the Russian army lost  36,650 servicemen, 1,602 tanks, 667 drones, and 155 cruise missiles up to this date.</p> <p>Oh, and there’s the small matter of at <a href=""https://foreignpolicy.com/2022/07/20/why-russia-keeps-losing-generals-ukraine/"">least nine generals being killed</a> during the same period, an incredible loss of top military brass the likes of which hasn’t been seen since World War Two.</p> <h1 style=""text-align: center;"">6</h1> <ul> <li><strong>Who:</strong> Russian Defense Minister Sergei Shoigu</li> <li><strong>When:</strong> Aug. 24</li> <li><strong>What:</strong> &#8220;<a href=""https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-august-24"">The operation in Ukraine is going according to plan.&#8221;</a></li> </ul> <p>When you launch an invasion in February and expect it to be successfully completed in a matter of days, by the time August rolls around you might ask yourself &#8220;where did things go wrong?&#8221;</p><div class='section-wrapper ad_between_paragraphs ad_between_paragraphs_3 mb-4 ' ><div class='ad-wrapper-small' data-id='26' ><div id='kyivpost_com_300x250_article_responsive_4' style=""text-align: center;"">
    <script type=""text/javascript"">
        inView('#kyivpost_com_300x250_article_responsive_4').once('enter', (function() {
            if(window.innerWidth > 1000) {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_desktop_4', [[300,250],[728,90],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_4').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_4');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_4')
                });
            } else {
                googletag.cmd.push(function() {
                    googletag.defineSlot('/20767382/kyivpost.com_300x250_article_mobile_4', [[300,250],[336,336],[336,320],[320,320],[300,300],[336,280],[320,250],[320,336]], 'kyivpost_com_300x250_article_responsive_4').addService(googletag.pubads());
                    googletag.display('kyivpost_com_300x250_article_responsive_4');
                    stpd.initializeAdUnit('kyivpost_com_300x250_article_responsive_4')
                });
            }
        }));
    </script>
</div></div></div> <p>Not Russian Defense Minister Sergei Shoigu though, who saw absolutely nothing wrong with telling the whole world that, according to him, things were absolutely fine and he was totally cool with it all.</p> <p>Without a hint or any irony, he said: &#8220;The operation in Ukraine is going according to plan. All tasks will be fulfilled.</p> <p>&#8220;The slowdown of the offensive during the special operation is a conscious decision driven by the desire to minimize civilian casualties.&#8221;</p> <h1 style=""text-align: center;"">7"		Ukraine		"<div id=""post-content"">"
67	 Ukraine Calls for UN Security Council Resolution Condemning Energy Terror		Ukraine		"<div id=""post-content"">"
68	 EXPLAINED: What Declaring Russia “State Sponsor of Terrorism” Actually Means		Ukraine		"<div id=""post-content"">"
69	 British Defence Intelligence Update Ukraine – 24 November 2022		Ukraine		"<div id=""post-content"">"
70	 ISW Russian Offensive Campaign Assessment, November 23		Ukraine		"<div id=""post-content"">"
71	 EXPLAINED: What’s the Damage in Ukraine After Russia’s Latest Attack?		Ukraine		"<div id=""post-content"">"
72	"<span class=""label-title"">OPINION:</span> Armed Hostile Conflict: Atrocity of Atrocities"		Ukraine		"<div id=""post-content"">"
73	 European Parliament calls for investigating Russia’s crimes in Ukraine		Ukraine		"<div id=""post-content"">"
74	"<span class=""label-title"">OPINION:</span> Can Aggressive Russian Democratic Opposition Strategy Topple Putin?"		Ukraine		"<div id=""post-content"">"
75	 Thirty-six people returned to Ukraine in new POWs swap		Ukraine		"<div id=""post-content"">"
76	 Ukraine Says Seized ‘Pro-Russian Literature’ from Monasteries		Ukraine		"<div id=""post-content"">"
77	 UPDATE: Ukraine Defiant as Latest Russian Missile Strikes Cause Massive Blackouts		Ukraine		"<div id=""post-content"">"
78	 Kremlin Seeking to Scare Russian Public with Threat of ‘False-Flag’ Attack in Belgorod – ISW		Ukraine		"<div id=""post-content"">"
79	 EU Parliament Declares Russia ‘State Sponsor of Terrorism’		Ukraine		"<div id=""post-content"">"
80	 The Kharkiv Territorials: How Civilians Went to War		Ukraine		"<div id=""post-content"">"
81	 “We Could Die Tomorrow”: Fears of Russian Retaliation in Kherson		Ukraine		"<div id=""post-content"">"
82	 EXPLAINED – Why Russia Just Announced it is “on Alert” in Crimea		Ukraine		"<div id=""post-content"">"
83	 Sweden Arrests Two Russians for Spying		Ukraine		"<div id=""post-content"">"
84	 Ukraine Detains ‘Traitor’ Accused of Releasing Kherson Prisoners		Ukraine		"<div id=""post-content"">"
85	 ISW Russian Offensive Campaign Assessment, November 22		Ukraine		"<div id=""post-content"">"
86	 British Defence Intelligence Update Ukraine – 23 November 2022		Ukraine		"<div id=""post-content"">"
87	 Kazakhstan Rejects Criticism of Presidential Election		Ukraine		"<div id=""post-content"">"
